A T phi m0
1.572740830862851436e+00 1.007562442139895609e+02 1.161263904378323275e+00 1.503890519702873796e+01
1.539739626508046744e+00 1.002962095924263508e+02 1.021220158329184891e+00 1.511369122720722658e+01
1.499374471505330986e+00 1.010575464191037582e+02 1.116702615635631224e+00 1.509591817057254737e+01
1.558401589874722326e+00 1.005891864933252293e+02 1.054224712366246708e+00 1.503283058252719684e+01
1.591750650582967275e+00 1.004149783724535467e+02 1.047467153117755512e+00 1.511715238681634155e+01
1.538810700181132196e+00 1.001169215680879745e+02 1.042617902613384606e+00 1.495740823338974046e+01
1.476175757877471240e+00 1.000533959878227108e+02 9.848187252360059984e-01 1.508713178353538886e+01
1.624686793110361016e+00 9.974644181143382582e+01 1.001764265987950653e+00 1.510570802064063045e+01
1.538380398998366427e+00 9.923986468522757320e+01 8.720008928584729313e-01 1.509944211284251736e+01
1.597326442471229679e+00 1.001665086295500657e+02 1.044994869400290849e+00 1.503361203668615254e+01
1.520981869545292131e+00 9.995342290491264237e+01 1.040970727739000790e+00 1.507401153438617314e+01
1.505564308111088989e+00 1.007129037110268115e+02 1.076740436574210813e+00 1.515489019970214102e+01
1.488106902112136254e+00 1.016080092197197615e+02 1.161414881352121453e+00 1.496953084873165096e+01
1.514749467209439704e+00 1.004998259014096362e+02 9.862930102964028167e-01 1.497432258459105725e+01
1.504336643743777291e+00 1.002282271284755808e+02 9.932515157281288642e-01 1.495961503463214015e+01
1.455721796589457995e+00 1.007294347016640046e+02 1.047985552730473779e+00 1.506820666291366351e+01
1.529956719282322020e+00 1.008225022659752597e+02 1.021437171108080522e+00 1.508314357841637054e+01
1.747016491152276085e+00 1.000942480429470578e+02 1.040146260327027727e+00 1.496652836047160307e+01
1.539629445757342285e+00 9.999838823655215947e+01 1.028241233492300788e+00 1.507410965663514801e+01
1.645316200310334764e+00 9.990309522063020609e+01 9.400455569285112167e-01 1.511198660719476727e+01
1.504369228209777809e+00 9.990755754906874131e+01 9.149802675327999291e-01 1.506124301188350856e+01
1.549139564660229951e+00 9.953472193143706193e+01 9.240085800234968394e-01 1.514471477373409769e+01
1.633335346566215485e+00 1.000874204148186664e+02 9.502856342909775655e-01 1.508229763548865243e+01
1.533195061728908737e+00 9.963286902331439876e+01 9.694865473859464178e-01 1.496353189616907464e+01
1.708930148277398198e+00 9.966105811821388727e+01 9.629436034137236478e-01 1.499091639893915762e+01
1.622656190482807848e+00 9.941976126238947131e+01 9.419413658676265566e-01 1.513037724768963344e+01
1.540110712074979293e+00 9.973572215822370879e+01 1.073671861427697660e+00 1.495362703847244745e+01
1.566384107391222802e+00 9.955842146438918405e+01 9.531705614860775944e-01 1.499115237026217429e+01
1.714912583193592077e+00 9.966981700393260724e+01 9.761727175367893583e-01 1.506390249203174037e+01
1.675075798971875862e+00 9.845044083970033455e+01 8.003965958699160721e-01 1.502898451575829242e+01
1.664319815316621209e+00 1.002840099764771224e+02 1.009398042621836078e+00 1.501473282112631225e+01
1.574825480416897072e+00 9.965949986952126949e+01 9.823997303959854932e-01 1.509231078514212854e+01
1.535474330586291458e+00 1.001283823699787092e+02 9.468189705423455393e-01 1.505409364483420376e+01
1.551430512329043498e+00 1.010672067701264893e+02 1.105519977308264234e+00 1.502082505107873978e+01
1.407663310170294002e+00 9.910860743619527113e+01 9.504686023067444589e-01 1.507245873765199562e+01
1.541927376602038713e+00 9.943180905487608356e+01 8.078405208466356013e-01 1.496784803557561006e+01
1.526883983231707376e+00 1.004017632759911578e+02 1.047650463402978627e+00 1.502807188366810287e+01
1.603610393590416239e+00 1.005696434116692330e+02 1.157283267510049285e+00 1.502266051885583309e+01
1.483032678663843029e+00 9.978171025805499994e+01 9.672746807004465319e-01 1.503836413512151360e+01
1.554569094062561163e+00 1.005898008065682205e+02 1.148234948228090913e+00 1.508668226442752847e+01
1.644164902681582552e+00 9.942251514343344354e+01 9.443222028897756415e-01 1.508136159777293095e+01
1.642549425537873420e+00 9.993449949134777910e+01 9.772841329983013026e-01 1.506757072479297221e+01
1.495128248310248598e+00 1.005732402764508180e+02 1.032367007353031552e+00 1.504528641019223834e+01
1.765827511265743777e+00 9.942115607560732826e+01 9.881565892150039332e-01 1.507410850334789210e+01
1.493966757820902824e+00 1.003972322838120022e+02 1.076120621928313481e+00 1.515076095814643153e+01
1.637692407669031347e+00 1.008704721799117863e+02 1.182830591321521574e+00 1.511864073458583135e+01
1.538122156413143315e+00 9.998765929463841928e+01 9.711431790129300134e-01 1.499917181426626911e+01
1.658114813223040773e+00 1.006383090512682514e+02 1.069618224772254989e+00 1.500309881449981120e+01
1.583985388595139376e+00 1.005079119285967977e+02 1.053259877855288629e+00 1.506522860710701650e+01
1.470030062266948434e+00 1.000009739551572494e+02 1.006298751422778581e+00 1.502890140018219256e+01
1.506533171050650655e+00 1.000564264316178935e+02 9.854751091183250322e-01 1.507367919152450497e+01
1.589051458373699877e+00 1.003236344756950444e+02 9.973169524868471525e-01 1.504285127093097962e+01
1.579335810365526171e+00 1.025231022316925618e+02 1.251394122357520899e+00 1.500488302074751346e+01
1.553670942177010961e+00 9.965538934641961077e+01 9.776778893990171193e-01 1.514101217364780538e+01
1.457987568160220793e+00 1.000945003024948079e+02 1.023292285717457561e+00 1.503945726950128936e+01
1.449806039487912201e+00 1.014658109183219068e+02 1.097961022844452517e+00 1.499397732782677295e+01
1.559275015696427458e+00 9.931573423963192226e+01 8.782701878640192250e-01 1.499664679370913589e+01
1.635138894475115068e+00 9.993768050297367722e+01 1.014380042021306272e+00 1.511084649813366809e+01
1.533970148270455525e+00 1.003092750273906120e+02 1.034266453316858625e+00 1.509660188778669010e+01
1.624059922599740968e+00 9.936996689086730328e+01 8.692729593206846017e-01 1.504209369451502631e+01
1.529018432079700229e+00 1.016536634634863674e+02 1.147877251486664418e+00 1.496335169866539871e+01
1.573737275034685634e+00 1.003822040620850942e+02 9.765042239946156721e-01 1.503976359119055850e+01
1.644585357480109256e+00 9.993679790803506080e+01 9.746029235476058039e-01 1.498279112385346323e+01
1.554569094062561163e+00 1.005898008065682205e+02 1.148234948228090913e+00 1.508668226442752847e+01
1.449705584115755119e+00 1.014796403005509688e+02 1.095268781690989623e+00 1.503375369025537012e+01
1.576069429401863786e+00 1.009668992610905178e+02 1.024913313488301503e+00 1.495661285967055676e+01
1.525237505679486016e+00 1.004232549780596884e+02 1.064451284352413651e+00 1.515163122924517225e+01
1.623609843952289689e+00 1.001754888681501114e+02 9.611954861628457802e-01 1.507536433240241180e+01
1.688409762654487167e+00 1.009740901698787781e+02 1.061419032497848747e+00 1.500516629930617185e+01
1.619671722381794465e+00 1.000369928236036401e+02 1.029177402484163117e+00 1.508866967298205886e+01
1.399830831241603013e+00 9.901414271862900307e+01 8.875712990464015295e-01 1.505107771913142756e+01
1.615986338655630572e+00 1.003398950003740566e+02 1.078491456855936281e+00 1.512224981061075013e+01
1.487221044299943840e+00 1.002330132449668554e+02 9.788452370049778306e-01 1.500885010189528934e+01
1.550243059323662465e+00 1.024804291670928080e+02 1.311687036043477583e+00 1.504241168634973214e+01
1.465837404035864155e+00 1.001547044374345745e+02 9.959849682887870204e-01 1.507652376248948656e+01
1.517587514899494394e+00 1.007441507233624947e+02 1.080734507949913770e+00 1.498756660989841549e+01
1.633954592096465985e+00 9.923570052277037234e+01 9.221200384216718948e-01 1.494512004702592023e+01
1.649721724702714276e+00 1.010827729695925115e+02 1.162312638300765144e+00 1.509530881891035037e+01
1.553778814306034040e+00 1.012434582776972576e+02 1.083806031453374841e+00 1.513152820464484449e+01
1.674466907401312987e+00 9.966872562885669140e+01 1.053274517456189940e+00 1.503350990831357770e+01
1.459399913573869556e+00 9.952183575936372506e+01 1.006477047467901231e+00 1.511195485362491553e+01
1.729034026976434824e+00 1.019723804924835093e+02 1.290545011806413900e+00 1.511674284700495008e+01
1.579451481277707625e+00 1.003871196444959963e+02 1.039582958682467861e+00 1.507662123331058623e+01
1.638339805637347713e+00 9.962703950919380702e+01 9.451033538970708969e-01 1.506845354581134799e+01
1.476167841086308163e+00 1.000737944555313419e+02 1.035582254236299349e+00 1.515694306761101018e+01
1.576099317426505886e+00 1.008765249425833019e+02 1.111891471437256973e+00 1.507694074935979955e+01
1.631594753291367272e+00 9.931217025898854445e+01 9.541038534441379504e-01 1.505352511491567391e+01
1.520282977176247385e+00 9.949065470384607579e+01 9.321721096374331328e-01 1.501466420571948568e+01
1.559182971475358448e+00 1.007738464676512820e+02 1.031400671013586789e+00 1.500511492844874795e+01
1.485832476629616927e+00 1.004824441314617474e+02 1.035164386650117452e+00 1.511331814640750082e+01
1.606836801309687868e+00 9.961669315267531033e+01 9.183502151927347423e-01 1.501599548707392628e+01
1.455466598121511357e+00 1.011276808434825938e+02 1.080496160320234988e+00 1.498950547539980427e+01
1.583771839853107544e+00 9.924247626251725762e+01 8.938880853007015181e-01 1.515793762854152860e+01
1.651562878011138213e+00 9.930359446026868397e+01 8.907731522961734871e-01 1.517513840774602052e+01
1.685349341351859209e+00 9.942157362397927045e+01 9.385521918241392925e-01 1.508091777665100608e+01
1.628221820898362093e+00 9.838020419899764590e+01 8.527866413949380942e-01 1.503392340199547306e+01
1.661826550084578358e+00 9.924649041144807882e+01 8.651083467153236617e-01 1.506450870791324270e+01
1.565140834747813292e+00 1.012441200306352158e+02 1.123893077644306571e+00 1.507020723504001047e+01
1.464722512221699136e+00 1.005937860819337715e+02 1.087232780959215273e+00 1.513520160549975202e+01
1.533838888455712812e+00 1.013333804757694878e+02 1.128273407391811922e+00 1.504053668884207440e+01
1.461612062674991996e+00 9.950681256288662269e+01 8.984388925894269962e-01 1.504755270474213091e+01
1.518938856871931087e+00 1.010575473794063015e+02 1.113930540411240067e+00 1.496780114751079083e+01
1.477427873241969447e+00 1.000131730368955658e+02 9.755347103286846622e-01 1.505084215952194882e+01
1.547151154004541507e+00 1.017767769109709803e+02 1.118738287144397825e+00 1.499524725743296827e+01
1.532636140221665721e+00 9.949566859143747877e+01 9.706182465543516935e-01 1.510277176222444417e+01
1.645667404829848746e+00 1.006016551543151252e+02 1.058966992708301635e+00 1.501259211185961462e+01
1.529956719282322020e+00 1.008225022659752597e+02 1.021437171108080522e+00 1.508314357841637054e+01
1.693660416786088030e+00 9.970188862199231039e+01 1.032508878035613975e+00 1.508354154477253317e+01
1.451225575546852831e+00 1.003790499201576267e+02 1.052758808389507861e+00 1.494494677233653235e+01
1.611392652853802065e+00 1.007472260734798084e+02 1.037785051238953926e+00 1.505580654403736318e+01
1.503713811223474917e+00 1.004270126204098261e+02 1.070582191914863923e+00 1.504107782823357908e+01
1.644202665111688333e+00 1.012642668394501015e+02 1.154207511805196207e+00 1.500151046448953807e+01
1.612465195588323574e+00 1.006905716426874307e+02 1.069991383464573786e+00 1.503520915627485266e+01
1.530690770231505127e+00 9.929497267913140490e+01 8.875766175078210196e-01 1.511857407641915785e+01
1.564522690603076249e+00 1.008247924636332584e+02 1.042932240593914983e+00 1.510612749048183012e+01
1.628637602861050304e+00 1.011096325811764132e+02 1.143723968891199538e+00 1.496395386803224170e+01
1.592526994077249292e+00 1.004641762583000570e+02 1.059023984236422855e+00 1.499820794656579181e+01
1.626560639651995377e+00 9.976781439551493236e+01 9.022949831930776599e-01 1.504730982457409283e+01
1.596373673979819330e+00 1.002726728460309147e+02 1.013963446621198194e+00 1.506773242336919694e+01
1.582734927970919525e+00 9.955106339616362732e+01 1.020656714910065821e+00 1.505932910556881232e+01
1.660581019880003950e+00 1.002878885113503742e+02 9.296628190001750003e-01 1.510996435171729502e+01
1.698743010791593067e+00 1.000469228204236316e+02 9.909124405740108443e-01 1.504006326488005385e+01
1.544563147886879761e+00 1.002521720827079292e+02 1.026818433894526983e+00 1.510971478381799038e+01
1.642813996951455024e+00 9.993220971798488961e+01 9.711883225265242059e-01 1.512026320800178070e+01
1.678315326918544015e+00 1.011260473407295279e+02 1.223013935343177039e+00 1.498204980904161943e+01
1.679783279615618241e+00 1.001474116611088050e+02 9.651745750418044834e-01 1.496831998362507576e+01
1.566192975824834743e+00 1.006703040343737001e+02 1.058269603399617065e+00 1.496765697532641326e+01
1.562380559391576051e+00 1.000389233758159122e+02 1.037232138904768508e+00 1.503604743568959634e+01
1.634956306413496652e+00 1.003960662372605412e+02 1.057195377958471294e+00 1.497787666070529156e+01
1.531386417507218489e+00 1.004460121707474372e+02 1.082648992021629120e+00 1.513645980915609890e+01
1.480581370372143990e+00 1.000293729751053036e+02 1.019816576353669069e+00 1.500107870993564418e+01
1.604129865511549013e+00 1.019356196278022537e+02 1.187024404108112829e+00 1.502329027440846509e+01
1.573699995300036791e+00 1.003473157563726090e+02 1.092572036555559789e+00 1.501341377887889550e+01
1.560077876087953674e+00 1.010363144335420174e+02 1.171035435148488624e+00 1.507498601797353466e+01
1.619858369899565886e+00 1.001437827271440568e+02 1.056757647774498432e+00 1.511999568776221992e+01
1.571098399236735554e+00 9.983938330156428265e+01 9.675089489417563193e-01 1.507935269857007299e+01
1.663954269681330533e+00 1.000444502940645606e+02 9.617082861804848726e-01 1.498979446529849469e+01
1.582734927970919525e+00 9.955106339616362732e+01 1.020656714910065821e+00 1.505932910556881232e+01
1.579652370348310519e+00 1.016370247262744329e+02 1.213434503160174538e+00 1.506612396077862748e+01
1.646479876533682551e+00 1.002512793969821274e+02 1.064786626049758489e+00 1.505385045440192826e+01
1.690076381929324967e+00 9.972499452791879548e+01 9.043276538047815283e-01 1.507422948383135086e+01
1.572744275342389475e+00 9.984354758964191490e+01 9.873158593488752244e-01 1.497173640712945542e+01
1.714544801373346194e+00 9.895193438406711550e+01 8.720404940973061070e-01 1.500805742624942773e+01
1.565088604965204411e+00 9.855226467756583020e+01 8.051547300386235895e-01 1.513238152981162798e+01
1.510577772283794307e+00 1.009201983442616921e+02 1.012044178008284501e+00 1.501797311477862173e+01
1.667211368471862354e+00 1.002787713241921495e+02 9.269631432401166382e-01 1.509668176361093117e+01
1.576402316261210412e+00 1.001183610130643729e+02 9.645202199615403593e-01 1.504915926834153517e+01
1.613504968074423118e+00 1.002350117914293151e+02 9.723968116134995565e-01 1.506001843702143006e+01
1.477811499318307353e+00 9.851882759620023933e+01 7.914890306146031840e-01 1.507068297381636413e+01
1.600659635214915610e+00 1.000671274091700269e+02 9.237187199636840429e-01 1.504662289844159417e+01
1.583818823490220851e+00 1.001760422576032425e+02 1.078171906695512661e+00 1.510152201576615028e+01
1.596100202917336564e+00 9.985565605618444351e+01 9.473185779988477773e-01 1.504044010992008751e+01
1.555844077053067931e+00 9.971015975582801616e+01 9.658518545206394856e-01 1.506620624215072013e+01
1.508039322399663540e+00 9.970065273246660809e+01 9.589612918443966016e-01 1.496948400616751229e+01
1.723560595614572311e+00 9.908920988048747347e+01 8.618829304952033699e-01 1.497670562319136423e+01
1.578696680991892087e+00 1.008037371527499459e+02 1.099757825905202546e+00 1.495201678785274169e+01
1.574854254747509730e+00 9.980999787738655016e+01 9.153464118371007485e-01 1.498423536985327686e+01
1.571959761744751383e+00 9.909367659971471198e+01 8.520476136674536294e-01 1.497405561441662059e+01
1.500155803971542356e+00 9.880567297411199945e+01 7.559895790567203733e-01 1.496994307758222220e+01
